abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,korean_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,5120,70,340,120,Cottonweed Pok?mon,50,1059860,0.6,55,Popoccoポポッコ,Skiploom,두코,50,188,45,65,80,grass,flying,1,2,0
"['Chlorophyll', 'Leaf Guard', 'Infiltrator']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,5120,70,460,45,Cottonweed Pok?mon,70,1059860,0.8,75,Wataccoワタッコ,Jumpluff,솜솜코,50,189,55,95,110,grass,flying,3,2,0
"['Run Away', 'Pickup', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,360,45,Long Tail Pok?mon,55,800000,0.8,55,Eipamエイパム,Aipom,에이팜,50,190,40,55,85,normal,,11.5,2,0
"['Chlorophyll', 'Solar Power', 'Early Bird']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,180,235,Seed Pok?mon,30,1059860,0.3,30,Himanutsヒマナッツ,Sunkern,해너츠,50,191,30,30,30,grass,,1.8,2,0
"['Chlorophyll', 'Solar Power', 'Early Bird']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,425,120,Sun Pok?mon,55,1059860,0.8,75,Kimawariキマワリ,Sunflora,해루미,50,192,105,85,30,grass,,8.5,2,0
"['Speed Boost', 'Compoundeyes', 'Frisk']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,65,5120,70,390,75,Clear Wing Pok?mon,45,1000000,1.2,65,Yanyanmaヤンヤンマ,Yanma,왕자리,50,193,75,45,95,bug,flying,38,2,0
"['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,45,5120,70,210,255,Water Fish Pok?mon,45,1000000,0.4,55,Upahウパ?,Wooper,우파,50,194,25,25,15,water,ground,8.5,2,0
"['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,90,Water Fish Pok?mon,85,1000000,1.4,95,Nuohヌオ?,Quagsire,누오,50,195,65,65,35,water,ground,75,2,0
"['Synchronize', 'Magic Bounce']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,8960,70,525,45,Sun Pok?mon,60,1000000,0.9,65,Eifieエ?フィ,Espeon,에브이,88.1,196,130,95,110,psychic,,26.5,2,0
"['Synchronize', 'Inner Focus']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,8960,35,525,45,Moonlight Pok?mon,110,1000000,1,95,Blackyブラッキ?,Umbreon,블래키,88.1,197,60,130,65,dark,,27,2,0
"['Insomnia', 'Super Luck', 'Prankster']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,85,5120,35,405,30,Darkness Pok?mon,42,1059860,0.5,60,Yamikarasuヤミカラス,Murkrow,니로우,50,198,85,42,91,dark,flying,2.1,2,0
"['Oblivious', 'Own Tempo', 'Regenerator']",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,75,5120,70,490,70,Royal Pok?mon,80,1000000,2,95,Yadokingヤドキング,Slowking,야도킹,50,199,100,110,30,water,psychic,79.5,2,0
['Levitate'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,6400,35,435,45,Screech Pok?mon,60,800000,0.7,60,Mumaムウマ,Misdreavus,무우마,50,200,85,85,85,ghost,,1,2,0
['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,72,10240,70,336,225,Symbol Pok?mon,48,1000000,0.5,48,Unknownアンノ?ン,Unown,안농,,201,72,48,48,psychic,,5,2,0
"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,33,5120,70,405,45,Patient Pok?mon,58,1000000,1.3,190,Sonansソ?ナンス,Wobbuffet,마자용,50,202,33,58,33,psychic,,28.5,2,0
"['Inner Focus', 'Early Bird', 'Sap Sipper']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,80,5120,70,455,60,Long Neck Pok?mon,65,1000000,1.5,70,Kirinrikiキリンリキ,Girafarig,키링키,50,203,90,65,85,normal,psychic,41.5,2,0
"['Sturdy', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,290,190,Bagworm Pok?mon,90,1000000,0.6,50,Kunugidamaクヌギダマ,Pineco,피콘,50,204,35,35,15,bug,,7.2,2,0
"['Sturdy', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,90,5120,70,465,75,Bagworm Pok?mon,140,1000000,1.2,75,Foretosフォレトス,Forretress,쏘콘,50,205,60,60,40,bug,steel,125.8,2,0
"['Serene Grace', 'Run Away', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,5120,70,415,190,Land Snake Pok?mon,70,1000000,1.5,100,Nokocchiノコッチ,Dunsparce,노고치,50,206,65,65,45,normal,,14,2,0
"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,5120,70,430,60,Flyscorpion Pok?mon,105,1059860,1.1,65,Gligerグライガ?,Gligar,글라이거,50,207,35,65,85,ground,flying,64.8,2,0
"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,125,6400,70,610,25,Iron Snake Pok?mon,230,1000000,9.2,75,Haganeilハガネ?ル,Steelix,강철톤,50,208,55,95,30,steel,ground,400,2,0
"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,80,5120,70,300,190,Fairy Pok?mon,50,800000,0.6,60,Buluブル?,Snubbull,블루,24.6,209,40,40,30,fairy,,7.8,2,0
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,5120,70,450,75,Fairy Pok?mon,75,800000,1.4,90,Granbuluグランブル,Granbull,그랑블루,24.6,210,60,60,45,fairy,,48.7,2,0
"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,440,45,Balloon Pok?mon,85,1000000,0.5,65,Harysenハリ?セン,Qwilfish,침바루,50,211,55,55,85,water,poison,3.9,2,0
"['Swarm', 'Technician', 'Light Metal']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,150,6400,70,600,25,Pincer Pok?mon,140,1000000,1.8,70,Hassamハッサム,Scizor,핫삼,50,212,65,100,75,bug,steel,118,2,0
"['Sturdy', 'Gluttony', 'Contrary']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,10,5120,70,505,190,Mold Pok?mon,230,1059860,0.6,20,Tsubotsuboツボツボ,Shuckle,단단지,50,213,10,230,5,bug,rock,20.5,2,0
"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,185,6400,70,600,45,Singlehorn Pok?mon,115,1250000,1.5,80,Heracrosヘラクロス,Heracross,헤라클로스,50,214,40,105,75,bug,fighting,54,2,0
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,430,60,Sharp Claw Pok?mon,55,1059860,0.9,55,Nyulaニュ?ラ,Sneasel,포푸니,50,215,35,75,115,dark,ice,28,2,0
"['Pickup', 'Quick Feet', 'Honey Gather']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,330,120,Little Bear Pok?mon,50,1000000,0.6,60,Himegumaヒメグマ,Teddiursa,깜지곰,50,216,50,50,40,normal,,8.8,2,0
"['Guts', 'Quick Feet', 'Unnerve']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,500,60,Hibernator Pok?mon,75,1000000,1.8,90,Ringumaリングマ,Ursaring,링곰,50,217,75,75,55,normal,,125.8,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,250,190,Lava Pok?mon,40,1000000,0.7,40,Magmagマグマッグ,Slugma,마그마그,50,218,70,40,20,fire,,35,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava Pok?mon,120,1000000,0.8,60,Magcargotマグカルゴ,Magcargo,마그카르고,50,219,90,80,30,fire,rock,55,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,250,225,Pig Pok?mon,40,1250000,0.4,50,Urimooウリム?,Swinub,꾸꾸리,50,220,30,30,50,ice,ground,6.5,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pok?mon,80,1250000,1.1,100,Inomooイノム?,Piloswine,메꾸리,50,221,60,60,50,ice,ground,55.8,2,0
"['Hustle', 'Natural Cure', 'Regenerator']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,410,60,Coral Pok?mon,95,800000,0.6,65,Sunnygoサニ?ゴ,Corsola,코산호,24.6,222,65,95,35,water,rock,5,2,0
"['Hustle', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,300,190,Jet Pok?mon,35,1000000,0.6,35,Teppouoテッポウオ,Remoraid,총어,50,223,65,35,65,water,,12,2,0
"['Suction Cups', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet Pok?mon,75,1000000,0.9,75,Okutankオクタン,Octillery,대포무노,50,224,105,75,45,water,,28.5,2,0
"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,330,45,Delivery Pok?mon,45,800000,0.9,45,Delibirdデリバ?ド,Delibird,딜리버드,50,225,65,45,75,ice,flying,16,2,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite Pok?mon,70,1250000,2.1,85,Mantainマンタイン,Mantine,만타인,50,226,80,140,70,water,flying,220,2,0
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,465,25,Armor Bird Pok?mon,140,1250000,1.7,65,Airmdエア?ムド,Skarmory,무장조,50,227,40,70,70,steel,flying,50.5,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark Pok?mon,30,1250000,0.6,45,Delvilデルビル,Houndour,델빌,50,228,80,50,65,dark,fire,10.8,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,600,45,Dark Pok?mon,90,1250000,1.4,75,Hellgarヘルガ?,Houndoom,헬가,50,229,140,90,115,dark,fire,35,2,0
"['Swift Swim', 'Sniper', 'Damp']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon Pok?mon,95,1000000,1.8,75,Kingdraキングドラ,Kingdra,킹드라,50,230,95,95,85,water,dragon,152,2,0
"['Pickup', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,330,120,Long Nose Pok?mon,60,1000000,0.5,90,Gomazouゴマゾウ,Phanpy,코코리,50,231,40,40,40,ground,,33.5,2,0
"['Sturdy', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,500,60,Armor Pok?mon,120,1000000,1.1,90,Donfanドンファン,Donphan,코리갑,50,232,60,60,50,ground,,120,2,0
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pok?mon,90,1000000,0.6,85,Porygon2ポリゴン２,Porygon2,폴리곤2,,233,105,95,60,normal,,32.5,2,0
"['Intimidate', 'Frisk', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,465,45,Big Horn Pok?mon,62,1250000,1.4,73,Odoshishiオドシシ,Stantler,노라키,50,234,85,65,85,normal,,71.2,2,0
"['Own Tempo', 'Technician', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,5120,70,250,45,Painter Pok?mon,35,800000,1.2,55,Dobleド?ブル,Smeargle,루브도,50,235,20,45,75,normal,,58,2,0
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,210,75,Scuffle Pok?mon,35,1000000,0.7,35,Balkieバルキ?,Tyrogue,배루키,100,236,35,35,35,fighting,,21,2,0
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand Pok?mon,95,1000000,1.4,50,Kapoererカポエラ?,Hitmontop,카포에라,100,237,35,110,70,fighting,,48,2,0
"['Oblivious', 'Forewarn', 'Hydration']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss Pok?mon,15,1000000,0.4,45,Muchulムチュ?ル,Smoochum,뽀뽀라,0,238,85,65,65,ice,psychic,6,2,0
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric Pok?mon,37,1000000,0.6,45,Elekidエレキッド,Elekid,에레키드,75.4,239,65,55,95,electric,,23.5,2,0
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal Pok?mon,37,1000000,0.7,45,Bubyブビィ,Magby,마그비,75.4,240,70,55,83,fire,,21.4,2,0
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow Pok?mon,105,1250000,1.2,95,Miltankミルタンク,Miltank,밀탱크,0,241,40,70,100,normal,,75.5,2,0
"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness Pok?mon,10,800000,1.5,255,Happinasハピナス,Blissey,해피너스,0,242,75,135,55,normal,,46.8,2,0
"['Pressure', 'Inner Focus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder Pok?mon,75,1250000,1.9,90,Raikouライコウ,Raikou,라이코,,243,115,100,115,electric,,178,2,1
"['Pressure', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano Pok?mon,85,1250000,2.1,115,Enteiエンテイ,Entei,앤테이,,244,90,75,100,fire,,198,2,1
"['Pressure', 'Inner Focus']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora Pok?mon,115,1250000,2,100,Suicuneスイクン,Suicune,스이쿤,,245,90,115,85,water,,187,2,1
"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin Pok?mon,50,1250000,0.6,50,Yogirasヨ?ギラス,Larvitar,애버라스,50,246,45,50,41,rock,ground,72,2,0
['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell Pok?mon,70,1250000,1.2,70,Sanagirasサナギラス,Pupitar,데기라스,50,247,65,70,51,rock,ground,152,2,0
"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,164,10240,35,700,45,Armor Pok?mon,150,1250000,2,100,Bangirasバンギラス,Tyranitar,마기라스,50,248,95,120,71,rock,dark,202,2,0
"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving Pok?mon,130,1250000,5.2,106,Lugiaルギア,Lugia,루기아,,249,90,154,110,psychic,flying,216,2,1
"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow Pok?mon,90,1250000,3.8,106,Hououホウオウ,Ho-Oh,칠색조,,250,110,154,90,fire,flying,199,2,1
['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel Pok?mon,100,1059860,0.6,100,Celebiセレビィ,Celebi,세레비,,251,100,100,100,psychic,grass,5,2,1
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,Wood Gecko Pok?mon,35,1059860,0.5,40,Kimoriキモリ,Treecko,나무지기,88.1,252,65,55,70,grass,,5,3,0
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko Pok?mon,45,1059860,0.9,50,Juptileジュプトル,Grovyle,나무돌이,88.1,253,85,65,95,grass,,21.6,3,0
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,110,5120,70,630,45,Forest Pok?mon,75,1059860,1.7,70,Jukainジュカイン,Sceptile,나무킹,88.1,254,145,85,145,grass,,52.2,3,0
"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,Chick Pok?mon,40,1059860,0.4,45,Achamoアチャモ,Torchic,아차모,88.1,255,70,50,45,fire,,2.5,3,0
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,Young Fowl Pok?mon,60,1059860,0.9,60,Wakasyamoワカシャモ,Combusken,영치코,88.1,256,85,60,55,fire,fighting,19.5,3,0
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,160,5120,70,630,45,Blaze Pok?mon,80,1059860,1.9,80,Bursyamoバシャ?モ,Blaziken,번치코,88.1,257,130,80,100,fire,fighting,52,3,0
"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,Mud Fish Pok?mon,50,1059860,0.4,50,Mizugorouミズゴロウ,Mudkip,물짱이,88.1,258,50,50,40,water,,7.6,3,0
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish Pok?mon,70,1059860,0.7,70,Numacrawヌマクロ?,Marshtomp,늪짱이,88.1,259,60,70,50,water,ground,28,3,0
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,150,5120,70,635,45,Mud Fish Pok?mon,110,1059860,1.5,100,Laglargeラグラ?ジ,Swampert,대짱이,88.1,260,95,110,70,water,ground,81.9,3,0
"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,Bite Pok?mon,35,1000000,0.5,35,Pochienaポチエナ,Poochyena,포챠나,50,261,30,30,35,dark,,13.6,3,0
"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite Pok?mon,70,1000000,1,70,Graenaグラエナ,Mightyena,그라에나,50,262,60,60,70,dark,,37,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,240,255,Tiny Racoon Pok?mon,41,1000000,0.4,38,Jiguzagumaジグザグマ,Zigzagoon,지그제구리,50,263,30,41,60,normal,,17.5,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush Pok?mon,61,1000000,0.5,78,Massugumaマッスグマ,Linoone,직구리,50,264,50,61,100,normal,,32.5,3,0
"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,195,255,Worm Pok?mon,35,1000000,0.3,45,Kemussoケムッソ,Wurmple,개무소,50,265,20,30,20,bug,,3.6,3,0
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pok?mon,55,1000000,0.6,50,Karasalisカラサリス,Silcoon,실쿤,50,266,25,25,15,bug,,10,3,0
"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly Pok?mon,50,1000000,1,60,Agehuntアゲハント,Beautifly,뷰티플라이,50,267,100,50,65,bug,flying,28.4,3,0
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon Pok?mon,55,1000000,0.7,50,Mayuldマユルド,Cascoon,카스쿤,50,268,25,25,15,bug,,11.5,3,0
"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth Pok?mon,70,1000000,1.2,60,Dokucaleドクケイル,Dustox,독케일,50,269,50,90,65,bug,poison,31.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed Pok?mon,30,1059860,0.5,40,Hassbohハスボ?,Lotad,연꽃몬,50,270,40,50,30,water,grass,2.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly Pok?mon,50,1059860,1.2,60,Hasubreroハスブレロ,Lombre,로토스,50,271,60,70,50,water,grass,32.5,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree Pok?mon,70,1059860,1.5,80,Runpappaルンパッパ,Ludicolo,로파파,50,272,90,100,70,water,grass,55,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn Pok?mon,50,1059860,0.5,40,Tanebohタネボ?,Seedot,도토링,50,273,30,30,30,grass,,4,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pok?mon,40,1059860,1,70,Konohanaコノハナ,Nuzleaf,잎새코,50,274,60,40,60,grass,dark,28,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid Pok?mon,60,1059860,1.3,90,Dirtengダ?テング,Shiftry,다탱구,50,275,90,60,80,grass,dark,59.6,3,0
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow Pok?mon,30,1059860,0.3,40,Subameスバメ,Taillow,테일로,50,276,30,30,85,normal,flying,2.3,3,0
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow Pok?mon,60,1059860,0.7,60,Ohsubameオオスバメ,Swellow,스왈로,50,277,75,50,125,normal,flying,19.8,3,0
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull Pok?mon,30,1000000,0.6,40,Camomeキャモメ,Wingull,갈모매,50,278,55,30,85,water,flying,9.5,3,0
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pok?mon,100,1000000,1.2,60,Pelipperペリッパ?,Pelipper,패리퍼,50,279,95,70,65,water,flying,28,3,0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pok?mon,25,1250000,0.4,28,Raltsラルトス,Ralts,랄토스,50,280,45,35,40,psychic,fairy,6.6,3,0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion Pok?mon,35,1250000,0.8,38,Kirliaキルリア,Kirlia,킬리아,50,281,65,55,50,psychic,fairy,20.2,3,0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,85,5120,35,618,45,Embrace Pok?mon,65,1250000,1.6,68,Sirnightサ?ナイト,Gardevoir,가디안,50,282,165,135,100,psychic,fairy,48.4,3,0
"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,Pond Skater Pok?mon,32,1000000,0.5,40,Ametamaアメタマ,Surskit,비구술,50,283,50,52,65,bug,water,1.7,3,0
